Month,Day,Year,Time,Flux,Temperature (C),CO2 Soil (ppm) ,CO2 Soil STD (ppm),CO2 ATM (ppm),CO2 ATM STD (ppm),Mode
7,10,19,12:25:31,0,0,0,0,0,0,1
7,10,19,12:26:29,0,0,0,0,0,0,1
7,10,19,12:27:11,0,0,0,0,0,0,1
7,11,19,12:46:11,0,0,0,0,0,0,1
7,11,19,12:49:39,0,0,0,0,0,0,1
7,11,19,12:50:13,0,0,0,0,0,0,2
7,11,19,12:57:18,0,0,0,0,0,0,2
7,11,19,13:15:00,0.04,33.1,-14.67,4.753,-16.46,1.987,0
7,11,19,13:30:00,-0.08,34.6,-13.24,4.941,-9.43,2.777,0
7,11,19,13:45:00,-0.05,34.1,-2.91,2.632,-0.34,3.262,0
7,11,19,14:00:00,0.05,33.6,12.21,2.48,9.83,3.335,0
7,11,19,14:15:00,0.14,31.9,13.94,2.211,6.78,3.511,0
7,11,19,14:30:00,0.02,29.7,16.95,2.863,16.04,3.014,0
7,11,19,14:45:00,0.09,27.4,19.66,3.301,14.94,2.216,0
7,11,19,15:00:00,0.05,25.7,25.14,3.887,22.79,1.139,0
7,11,19,15:15:00,0.03,24.2,26.4,3.051,24.89,2.332,0
7,11,19,15:30:00,0.13,23,31.98,1.507,25.5,1.469,0
7,11,19,15:45:00,0.01,22.6,29.44,2.737,28.87,2.748,0
7,11,19,16:00:00,0.03,22.6,36.86,2.299,35.12,1.956,0
7,11,19,16:15:00,0.04,21.9,33.83,1.575,31.89,3.289,0
7,11,19,16:30:00,0.07,21.4,36.31,3.642,32.75,0.996,0
7,11,19,16:45:00,0.12,20.7,40.65,2.296,34.57,4.149,0
7,11,19,17:00:00,0.09,20.7,39.78,1.463,35.43,3.064,0
7,11,19,17:15:00,0.05,20.4,41.86,2.349,39.35,2.388,0
7,11,19,17:30:00,-0.04,19.7,40.64,2.918,42.82,1.736,0
7,11,19,17:45:00,0.05,18.8,42.07,4.502,39.68,2.957,0
7,11,19,18:00:00,0.1,18.1,44.79,2.425,39.76,0.93,0
7,11,19,18:15:00,0.04,17.5,46.19,2.031,44.41,2.629,0
7,11,19,18:30:00,0.05,17,45.53,1.613,43.13,1.96,0
7,11,19,18:45:00,0,16.4,46.66,3.527,46.7,3.551,0
7,11,19,19:00:00,0.09,16.1,49.39,1.305,44.94,2.001,0
7,11,19,19:15:00,0.14,15.9,54.26,2.854,47.04,1.41,0
7,11,19,19:30:00,0.08,15.7,53.84,3.333,49.92,2.676,0
7,11,19,19:45:00,0.11,15.5,56.7,3.298,51.29,2.93,0
7,11,19,20:00:00,0.09,15.4,56.31,1.867,51.95,2.447,0
7,11,19,20:15:00,0.05,15.3,53.8,2.629,51.11,2.211,0
7,11,19,20:30:00,0.05,15.1,54.21,2.888,51.74,2.152,0
7,11,19,20:45:00,0.09,14.9,56.5,1.788,52.05,2.393,0
7,11,19,21:00:00,0.08,14.8,57.45,3.945,53.38,2.897,0
7,11,19,21:15:00,0.09,14.7,60.08,2.94,55.58,2.192,0
7,11,19,21:30:00,0.11,14.7,60.74,1.762,55.4,2.255,0
7,11,19,21:45:00,0.04,14.7,60.89,2.631,58.7,2.248,0
7,11,19,22:00:00,0.08,14.6,62.06,2.491,58.24,0.369,0
7,11,19,22:15:00,0.05,14.5,62.64,3.573,60.12,1.443,0
7,11,19,22:30:00,0.16,14.3,67.03,2.034,58.79,2.695,0
7,11,19,22:45:00,0.12,14.3,66.48,1.49,60.53,2.213,0
7,11,19,23:00:00,0.14,14.2,68.69,3.3,61.84,2.986,0
7,11,19,23:15:00,0.09,14.1,66.44,1.979,61.94,1.622,0
7,11,19,23:30:00,0.13,14,70.62,2.329,63.96,1.877,0
7,11,19,23:45:00,0.14,14,70.4,1.305,63.12,0.636,0
7,12,19,0:00:00,0.21,13.9,71.83,2.3,61.4,2.493,0
7,12,19,0:15:00,0.12,13.8,69.09,3.558,63.03,1.354,0
7,12,19,0:30:00,0.13,13.8,69.31,2.507,62.61,1.291,0
7,12,19,0:45:00,0.11,13.7,68.88,3.685,63.4,3.217,0
7,12,19,1:00:00,0.17,13.7,74.15,2.623,65.59,3.295,0
7,12,19,1:15:00,0.08,13.7,70.46,2.663,66.22,0.666,0
7,12,19,1:30:00,0.09,13.7,72.05,1.083,67.61,2.112,0
7,12,19,1:45:00,0.18,13.6,77.06,4.884,67.79,2.962,0
7,12,19,2:00:00,0.11,13.6,74.58,1.112,69.15,3.779,0
7,12,19,2:15:00,0.16,13.6,76.23,2.244,68.33,3.068,0
7,12,19,2:30:00,0.13,13.7,75.46,0.932,68.67,2.329,0
7,12,19,2:45:00,0.17,13.7,77.63,1.816,69.05,1.398,0
7,12,19,3:00:00,0.12,13.7,76.49,1.722,70.35,2.688,0
7,12,19,3:15:00,0.16,13.7,77.71,1.176,69.79,2.597,0
7,12,19,3:30:00,0.07,13.7,77.21,2.513,73.65,1.257,0
7,12,19,3:45:00,0.12,13.6,75.37,2.147,69.14,1.672,0
7,12,19,4:00:00,0.12,13.5,76.85,2.432,70.82,2.2,0
7,12,19,4:15:00,0.19,13.4,77.77,1.575,68.35,4.724,0
7,12,19,4:30:00,0.15,13.4,75.63,3.982,68.27,3.151,0
7,12,19,4:45:00,0.15,13.3,80.06,1.939,72.31,1.445,0
7,12,19,5:00:00,0.07,13.3,76.49,2.114,72.76,1.63,0
7,12,19,5:15:00,0.11,13.2,79.44,4.328,74.07,1.302,0
7,12,19,5:30:00,0.1,13.2,78.02,1.848,72.93,2.544,0
7,12,19,5:45:00,0.1,13.2,75.89,1.231,70.75,2.322,0
7,12,19,6:00:00,0.13,13.2,79.11,2.449,72.47,2.217,0
7,12,19,6:15:00,0.13,13.1,80.11,2.919,73.45,2.942,0
7,12,19,6:30:00,0.14,13.2,77.16,2.186,70.24,1.168,0
7,12,19,6:45:00,0.15,13.3,79.75,4.158,71.9,2.23,0
7,12,19,7:00:00,0.14,13.6,78.23,3.171,71.22,2.238,0
7,12,19,7:15:00,0.15,13.7,80.44,2.715,72.73,3.397,0
7,12,19,7:30:00,0.12,13.9,78.65,2.099,72.57,3.458,0
7,12,19,7:45:00,0.16,14.1,78.3,2.235,70.19,2.303,0
7,12,19,8:00:00,0.18,14.8,76.54,3.216,67.53,1.632,0
7,12,19,8:15:00,0.12,15.5,77.84,1.027,71.55,1.697,0
7,12,19,8:30:00,0.11,16,77.26,1.51,71.94,2.497,0
7,12,19,8:45:00,0.1,16.5,76.08,2.336,71.17,2.728,0
7,12,19,9:00:00,0.2,17,78.65,1.191,68.77,2.238,0
7,12,19,9:15:00,0.14,17.2,75.15,1.357,68.28,2.92,0
7,12,19,9:30:00,0.09,17.6,70.47,1.867,65.76,1.044,0
7,12,19,9:45:00,-0.03,18.2,68.23,1.974,69.58,2.63,0
7,12,19,10:00:00,0.11,19.2,67.91,2.09,62.51,1.729,0
7,12,19,10:15:00,0.08,19.9,67.64,2.472,63.37,1.358,0
7,12,19,10:30:00,0.06,20.9,62.04,3.735,59.04,2.121,0
7,12,19,10:45:00,0.09,22.2,62.82,2.573,58.08,2.03,0
7,12,19,11:00:00,0.2,23.3,60.38,3.316,50.07,2.81,0
7,12,19,11:15:00,0.08,23.3,60.44,2.248,56.34,2.976,0
7,12,19,11:30:00,0.09,24.4,62.43,4.09,57.84,1.545,0
7,12,19,11:45:00,0.03,23.5,60.12,1.697,58.67,2.375,0
7,12,19,11:53:40,0,0,0,0,0,0,2
7,12,19,12:00:00,0.08,24.7,54.11,3.543,50.03,2.452,0
7,12,19,12:15:00,0.16,25.2,56.93,2.786,48.98,1.49,0
7,12,19,12:30:00,0.12,25.9,54.02,2.532,48.18,3.6,0
7,12,19,12:45:00,-0.06,26.6,48.06,2.182,50.94,4.372,0
7,12,19,12:56:56,0,0,0,0,0,0,1
7,12,19,12:58:14,0,0,0,0,0,0,1
7,12,19,12:59:32,0,0,0,0,0,0,2
7,12,19,13:00:19,0.03,26.1,54.28,3.765,52.68,2.118,0
7,12,19,13:05:00,0,26,50.22,2.73,50.09,2.803,0
7,12,19,13:10:00,0.03,25.9,50,2.583,48.6,1.44,0
7,12,19,13:15:00,0.1,26.2,50.31,3.251,45.33,3.497,0
7,12,19,13:20:00,0.12,25.7,55.97,2.431,49.86,1.892,0
7,12,19,13:25:00,0.08,25.5,51.88,2.371,48.07,2.891,0
7,12,19,13:30:00,-0.02,25.6,48.71,2.803,49.62,2.202,0
7,12,19,13:35:00,0.09,26.2,47.59,1.654,43,2.917,0
7,12,19,13:40:00,0.12,26.5,51.4,2.325,45.44,2.45,0
7,12,19,13:45:00,0.13,26.9,50.65,2.742,43.84,2.722,0
7,12,19,13:50:00,0.02,27.3,46.7,3.195,45.56,3.057,0
7,12,19,13:55:00,0.08,27.3,54.7,2.782,50.78,0.764,0
7,12,19,14:00:00,0.12,27.6,51.94,1.222,45.71,2.435,0
7,12,19,14:05:00,0.16,27.7,52.98,1.054,45,1.877,0
7,12,19,14:10:00,0.1,27.5,53.12,1.688,48.24,1.533,0
7,12,19,14:15:00,0.11,27.5,51.12,2.49,45.56,2.106,0
7,12,19,14:20:00,0.05,27.6,47.42,1.131,45.1,2.464,0
7,12,19,14:25:00,0.13,27.3,50.5,2.605,44.08,2.583,0
7,12,19,14:30:00,0.09,27.1,51.54,2.021,46.93,3.866,0
7,12,19,14:35:00,0.08,27,50.63,1.06,46.61,1.22,0
7,12,19,14:40:00,0.04,27,45.5,2.279,43.5,3.502,0
7,12,19,14:45:00,0.11,26.9,51.3,2.509,45.91,3.073,0
7,12,19,14:50:00,0.06,26.9,51.69,2.53,48.6,1.909,0
7,12,19,14:55:00,0.17,27,54.17,3.291,45.45,1.245,0
7,12,19,15:00:00,0.05,27,53.72,3.269,51.01,3.064,0
7,12,19,15:05:00,0.06,26.8,53.96,2.043,50.81,2.152,0
7,12,19,15:10:00,0.02,26.6,53.57,2.98,52.63,2.841,0
7,12,19,15:15:00,-0.01,26.3,49.51,3.358,49.8,0.423,0
7,12,19,15:20:00,0.1,26.1,51.13,2.954,46.29,2.317,0
7,12,19,15:25:00,0.03,25.9,47.49,1.786,46.12,2.884,0
7,12,19,15:30:00,0.04,25.9,46.43,2.368,44.37,1.566,0
7,12,19,15:35:00,0.09,25.5,52.48,2.798,48.06,5.21,0
7,12,19,15:40:00,0.05,25.3,48.18,2.46,45.49,2.072,0
7,12,19,15:45:00,0.1,25,49.65,1.52,44.73,2.036,0
7,12,19,15:50:00,0.04,24.9,46.51,2.958,44.57,1.691,0
7,12,19,15:55:00,0.08,24.7,46.76,3.631,42.52,2.625,0
7,12,19,16:00:00,0.03,24.3,46.74,2.874,45.18,2.335,0
7,12,19,16:05:00,0.07,24,43.59,2.926,40.08,2.27,0
7,12,19,16:10:00,0.08,23.6,46.3,2.235,42.03,3.74,0
7,12,19,16:15:00,0.1,23.4,45.29,3.879,40.19,1.925,0
7,12,19,16:20:00,0.17,23.1,45.11,1.517,36.7,2.19,0
7,12,19,16:25:00,0.09,22.8,47.25,2.308,42.73,2.565,0
7,12,19,16:30:00,0.13,22.5,47.33,2.447,40.58,1.724,0
7,12,19,16:37:49,0,0,0,0,0,0,2
7,12,19,16:39:37,0,0,0,0,0,0,2
7,12,19,16:42:22,0,0,0,0,0,0,1
7,12,19,16:45:00,0.05,21.4,43.97,3.898,41.27,2.368,0
7,12,19,17:00:00,0.06,20.7,43.85,3.845,40.76,2.089,0
7,12,19,17:15:00,0.11,20.1,46.24,4.193,40.71,1.367,0
7,12,19,17:30:00,0.01,19.3,48.46,3.212,48.16,3.376,0
7,12,19,17:45:00,0.1,18.1,49.54,3.409,44.6,1.377,0
7,12,19,18:00:00,0.08,17.2,49.51,1.233,45.51,0.741,0
7,12,19,18:15:00,0.06,16.3,54.57,1.324,51.75,2.371,0
7,12,19,18:30:00,0.02,15.6,56.94,2.112,55.75,0.978,0
7,12,19,18:45:00,0.08,15.1,60.96,1.358,56.76,2.167,0
7,12,19,19:00:00,0.07,14.8,62.37,1.654,58.84,2.717,0
7,12,19,19:15:00,0.08,14.5,63.12,1.908,58.98,0.97,0
7,12,19,19:30:00,0.05,14.3,64.98,1.773,62.38,3.198,0
7,12,19,19:45:00,0.06,14.2,65.9,2.388,62.9,1.8,0
7,12,19,20:00:00,0.08,14.1,67.38,0.724,63.35,1.612,0
7,12,19,20:15:00,0.08,14,69.92,1.589,65.69,2.41,0
7,12,19,20:30:00,0.11,13.9,72.48,2.845,66.85,1.975,0
7,12,19,20:45:00,0.07,13.9,70.46,2.512,67.16,2.863,0
7,12,19,21:00:00,0.04,13.8,69.51,1.517,67.36,4.565,0
7,12,19,21:15:00,0.11,13.8,73.4,2.34,67.63,3.72,0
7,12,19,21:30:00,0.1,13.7,73.39,1.058,68.37,3.678,0
7,12,19,21:45:00,0.08,13.6,72.28,2.183,68.23,1.695,0
7,12,19,22:00:00,0.01,13.5,68.36,1.365,67.7,1.168,0
7,12,19,22:15:00,0.12,13.5,73.89,3.45,67.76,2.089,0
7,12,19,22:30:00,0.13,13.5,74.9,4.567,68.49,1.997,0
7,12,19,22:45:00,0.03,13.5,71.95,1.282,70.6,0.713,0
7,12,19,23:00:00,0.08,13.5,75.56,1.708,71.72,2.909,0
7,12,19,23:15:00,0.04,13.6,73.82,1.916,71.6,2.739,0
7,12,19,23:30:00,0.03,13.6,72.82,2.975,71.42,2.013,0
7,12,19,23:45:00,0.08,13.5,75.07,1.423,71.25,1.208,0
7,13,19,0:00:00,0.08,13.5,77.31,2.025,73.46,1.348,0
7,13,19,0:15:00,0.14,13.6,76.83,2.671,69.77,1.316,0
7,13,19,0:30:00,0.11,13.6,79.15,3.224,73.8,1.809,0
7,13,19,0:45:00,0.14,13.7,76.72,2.647,69.56,2.569,0
7,13,19,1:00:00,0.14,13.6,77.56,4.026,70.71,4.161,0
7,13,19,1:15:00,0.09,13.6,75.52,0.929,70.84,1.566,0
7,13,19,1:30:00,0.03,13.5,73.76,1.988,72.17,1.373,0
7,13,19,1:45:00,0.1,13.4,75.93,2.419,70.64,0.549,0
7,13,19,2:00:00,0.1,13.4,76.74,3.564,71.88,3.433,0
7,13,19,2:15:00,0.08,13.4,75.62,1.196,71.45,3.957,0
7,13,19,2:30:00,0.11,13.3,77.1,1.694,71.58,1.383,0
7,13,19,2:45:00,0.16,13.3,78.6,1.181,70.58,1.45,0
7,13,19,3:00:00,0.07,13.3,76.94,1.476,73.38,3.01,0
7,13,19,3:15:00,0.05,13,75.34,3.34,72.69,1.658,0
7,13,19,3:30:00,0.04,12.8,74.78,2.858,72.58,1.482,0
7,13,19,3:45:00,0.16,12.7,77.19,0.962,69.28,1.347,0
7,13,19,4:00:00,0.13,12.7,79.1,1.779,72.59,3.66,0
7,13,19,4:15:00,0.05,12.8,78.71,1.39,75.93,1.882,0
7,13,19,4:30:00,0.1,12.8,79.51,3.955,74.24,3.573,0
7,13,19,4:45:00,0.14,12.7,80.71,3.342,73.85,2.843,0
7,13,19,5:00:00,0.15,12.7,81.32,1.978,73.87,3.072,0
7,13,19,5:15:00,0.08,12.6,78.83,2.943,74.59,1.864,0
7,13,19,5:30:00,0.12,12.5,79.67,2.054,73.82,1.274,0
7,13,19,5:45:00,0.1,12.3,79.96,1.687,74.82,2.949,0
7,13,19,6:00:00,0.08,12.1,79.05,1.42,75.1,1.514,0
7,13,19,6:15:00,0.14,12.1,81.55,2.992,74.49,1.565,0
7,13,19,6:30:00,0.11,12.2,82.33,2.232,76.94,2.551,0
7,13,19,6:45:00,0.1,12.4,82.96,2.039,77.66,4.482,0
7,13,19,7:00:00,0.06,12.6,80.2,1.918,77.15,1.34,0
7,13,19,7:15:00,0.08,12.8,80.55,3.7,76.41,2.775,0
7,13,19,7:30:00,0.1,13.1,82.11,2.011,77.21,0.732,0
7,13,19,7:45:00,0.07,13.5,80.82,1.424,77.23,3.696,0
7,13,19,8:00:00,0.14,13.9,81.3,5.23,74.13,1.6,0
7,13,19,8:15:00,0.11,14.2,79.59,1.173,74.06,1.851,0
7,13,19,8:30:00,0.08,14.5,78.66,2.698,74.51,2.49,0
7,13,19,8:45:00,0.13,15,79.71,2.264,72.95,2.557,0
7,13,19,9:00:00,0.13,15.5,77.9,3.136,71.51,2.373,0
7,13,19,9:15:00,0.06,15.7,75.29,3.981,72.23,1.698,0
7,13,19,9:30:00,0.15,16,75.8,3.413,68.11,2.266,0
7,13,19,9:45:00,0.1,16.5,73.72,2.28,68.78,4.18,0
7,13,19,10:00:00,0.09,16.7,75.44,2.039,71.1,1.746,0
7,13,19,10:15:00,0.08,16.7,77.9,4.358,73.67,3.396,0
7,13,19,10:30:00,0.13,16.9,76.59,1.011,69.93,3.1,0
7,13,19,10:45:00,0.07,17.3,73.67,2.323,70.23,1.097,0
7,13,19,11:00:00,0.15,18.7,68.32,2.068,60.65,1.516,0
7,13,19,11:15:00,0.12,19.4,72.77,5.248,66.64,1.799,0
7,13,19,11:30:00,0.11,19.1,74.65,1.968,69.03,2.47,0
7,13,19,11:45:00,0.14,18.8,71.32,1.558,64.37,2.618,0
7,13,19,12:00:00,0.13,19.8,69.07,1.169,62.4,2.881,0
7,13,19,12:15:00,0.15,20.1,71.99,2.321,64.17,2.13,0
7,13,19,12:30:00,0.06,20.7,65.45,2.697,62.46,0.737,0
7,13,19,12:45:00,0.17,21,68.58,1.496,59.79,1.538,0
7,13,19,13:00:00,0.09,20.5,62.01,1.958,57.22,2.036,0
7,13,19,13:15:00,0.18,20.7,64.4,3.688,55.18,2.596,0
7,13,19,13:30:00,0.09,20.4,64.62,2.556,60.04,2.142,0
7,13,19,13:45:00,0.08,21.1,53.54,2.731,49.28,2.478,0
7,13,19,14:00:00,0.13,21.5,59.51,2.405,53.08,2.743,0
7,13,19,14:15:00,0.08,21.5,65.4,2.37,61.55,2.629,0
7,13,19,14:30:00,0.07,20.6,63.32,2.802,59.85,2.336,0
7,13,19,14:45:00,0.09,20.3,61.86,3.671,57.17,4.232,0
7,13,19,15:00:00,0.12,20.5,62.47,2.795,56.55,3.564,0
7,13,19,15:15:00,0.06,21.2,65.98,1.448,62.76,3.535,0
7,13,19,15:30:00,0.17,21.4,73.09,5.266,64.71,0.765,0
7,13,19,15:45:00,0.07,21.4,68.35,2.986,64.94,1.205,0
7,13,19,16:00:00,0.07,21.1,69.28,3.512,65.94,2.057,0
7,13,19,16:15:00,0.13,20.5,71.66,2.74,64.91,2.098,0
7,13,19,16:30:00,0.09,19.5,69.07,1.543,64.61,3.899,0
7,13,19,16:45:00,0.07,18.7,68.58,2.124,64.83,1.343,0
7,13,19,17:00:00,0.09,17.9,68.36,2.772,63.56,3.015,0
7,13,19,17:15:00,0.03,17.2,68.53,1.683,66.84,2.951,0
7,13,19,17:30:00,0.07,16.6,71.35,3.454,67.59,1.986,0
7,13,19,17:45:00,0.14,16.1,74.27,3.121,66.99,3.464,0
7,13,19,18:00:00,0.13,15.4,74.78,2.28,68.28,1.793,0
7,13,19,18:15:00,0.09,15,74.57,1.492,69.9,2.326,0
7,13,19,18:30:00,0.15,14.6,76.22,1.426,68.81,2.705,0
7,13,19,18:45:00,0.09,14.4,74.68,2.161,70.23,3.234,0
7,13,19,19:00:00,0.04,14.1,72.47,3.147,70.53,1.924,0
7,13,19,19:15:00,0.11,14,74.18,4.248,68.71,3.388,0
7,13,19,19:30:00,0.19,13.9,80.1,2.559,70.7,1.177,0
7,13,19,19:45:00,0.16,13.7,81.93,3.033,73.76,0.938,0
7,13,19,20:00:00,0.15,13.6,81.47,1.863,73.74,1.688,0
7,13,19,20:15:00,0.12,13.6,81.67,3.332,75.49,2.838,0
7,13,19,20:30:00,0.11,13.6,82.36,3.946,76.66,2.14,0
7,13,19,20:45:00,0.16,13.6,83.54,1.556,75.68,2.837,0
7,13,19,21:00:00,0.09,13.6,82.44,1.73,77.7,2.885,0
7,13,19,21:15:00,0.15,13.5,82.68,2.82,75.05,2.528,0
7,13,19,21:30:00,0.17,13.4,83.81,1.692,75.24,2.018,0
7,13,19,21:45:00,0.11,13.4,83.74,1.815,78.28,1.749,0
7,13,19,22:00:00,0.15,13.4,84.17,2.076,76.51,2.975,0
7,13,19,22:15:00,0.14,13.3,84.56,2.674,77.65,3.736,0
7,13,19,22:30:00,0.11,13.3,83.21,4.226,77.4,2.647,0
7,13,19,22:45:00,0.13,13.3,85.19,2.457,78.57,2.272,0
7,13,19,23:00:00,0.12,13.3,85.04,2.171,79.18,1.032,0
7,13,19,23:15:00,0.1,13.3,86.78,3.438,81.72,1.393,0
7,13,19,23:30:00,0.21,13.3,87.4,4.433,76.88,2.074,0
7,13,19,23:45:00,0.17,13.2,85,2.362,76.16,3.387,0
7,14,19,0:00:00,0.12,13.1,83.32,1.917,77.16,3.434,0
7,14,19,0:15:00,0.1,12.9,83.68,5.019,78.57,1.639,0
7,14,19,0:30:00,0.21,12.8,86.04,3.802,75.58,2.732,0
7,14,19,0:45:00,0.23,12.6,85.4,3.057,73.89,1.681,0
7,14,19,1:00:00,0.17,12.4,84.99,3.036,76.37,1.198,0
7,14,19,1:15:00,0.12,12.3,83.88,1.591,77.92,1.397,0
7,14,19,1:30:00,0.16,12.3,85.44,3.308,77.19,1.234,0
7,14,19,1:45:00,0.17,12.3,85.29,2.684,76.66,1.476,0
7,14,19,2:00:00,0.19,12.3,90.32,3.213,80.79,2.166,0
7,14,19,2:15:00,0.2,12.4,89.03,1.474,78.96,1.792,0
7,14,19,2:30:00,0.18,12.4,87.06,3.371,77.92,2.827,0
7,14,19,2:45:00,0.11,12.5,85.03,2.278,79.59,2.489,0
7,14,19,3:00:00,0.16,12.5,87.79,2.734,79.76,1.44,0
7,14,19,3:15:00,0.18,12.6,87.08,3.28,77.86,1.198,0
7,14,19,3:30:00,0.2,12.7,91.07,1.739,80.97,1.731,0
7,14,19,3:45:00,0.22,12.8,91.41,1.42,80.25,2.526,0
7,14,19,4:00:00,0.16,12.9,91.1,2.316,83.15,2.367,0
7,14,19,4:15:00,0.2,12.9,91.42,2.128,81.31,4.054,0
7,14,19,4:30:00,0.18,12.9,93.04,2.121,83.78,2.15,0
7,14,19,4:45:00,0.21,12.9,92.4,2.942,81.68,2.369,0
7,14,19,5:00:00,0.2,12.9,91.12,2.643,80.75,2.711,0
7,14,19,5:15:00,0.17,12.8,89.15,3.24,80.62,1.671,0
7,14,19,5:30:00,0.17,12.8,89.52,2.673,81.05,1.519,0
7,14,19,5:45:00,0.27,12.8,93.31,2.978,79.6,2.643,0
7,14,19,6:00:00,0.2,12.7,91.26,3.226,81.01,3.77,0
7,14,19,6:15:00,0.23,12.7,93.52,2.708,82.03,2.794,0
7,14,19,6:30:00,0.33,12.7,97.79,2.94,80.96,2.118,0
